attendance_percentage,assignment_marks,previous_sem_sgpa,cgpa,backlogs,ia1,ia2,avg_ia,pass_probability,risk_level
53.2,3.7,5.43,5.6,1,20.6,26.7,23.6,57.34,Medium
43.3,4.7,3.66,3.84,0,25.1,31.3,28.2,50.44,High
83.2,5.8,8.2,8.37,1,25.6,31.8,28.7,76.84,Low
74.5,8.9,8.75,8.92,0,30.3,36.5,33.4,83.48,Low
60.0,3.5,5.36,5.54,4,32.0,38.2,35.1,52.31,High
48.6,3.0,4.96,5.14,3,11.4,17.5,14.5,42.38,High
43.0,5.5,4.97,5.15,2,30.7,36.8,33.7,54.52,High
56.6,7.3,6.02,6.19,1,39.9,46.1,43.0,67.61,Medium
70.3,8.4,9.38,9.55,0,40.4,46.6,43.5,92.05,Low
59.0,7.2,4.25,4.43,2,18.4,24.6,21.5,56.21,Medium
69.1,7.7,7.4,7.57,1,30.0,36.1,33.1,80.12,Low
84.5,8.9,8.26,8.44,1,33.0,39.2,36.1,91.76,Low
20.0,1.0,3.0,3.18,3,13.1,19.2,16.1,32.52,High
100.0,10.0,8.49,8.67,0,43.5,49.7,46.6,98.41,Low
41.8,3.7,4.3,4.47,0,21.8,28.0,24.9,55.81,Medium
75.3,9.8,7.68,7.85,2,48.5,50.0,49.3,85.43,Low
80.7,10.0,8.92,9.09,1,31.1,37.2,34.2,87.54,Low
76.6,9.4,8.31,8.49,0,50.0,50.0,50.0,90.78,Low
71.9,9.2,8.22,8.39,2,31.4,37.6,34.5,75.87,Low
29.4,0.0,3.0,3.18,1,14.3,20.5,17.4,39.3,High
83.2,5.2,5.49,5.66,1,35.6,41.8,38.7,71.19,Medium
73.4,8.6,6.89,7.06,2,43.1,49.3,46.2,83.09,Low
80.7,7.8,5.7,5.87,0,29.4,35.6,32.5,78.16,Low
88.2,5.9,7.91,8.09,0,41.9,48.1,45.0,84.31,Low
85.1,7.7,7.88,8.06,1,43.7,49.8,46.7,90.35,Low
68.5,4.3,7.02,7.2,1,35.4,41.6,38.5,63.14,Medium
75.0,7.0,7.35,7.52,2,36.5,42.7,39.6,82.83,Low
21.6,1.0,3.75,3.93,1,31.3,37.5,34.4,39.21,High
76.3,7.6,5.82,6.0,1,33.4,39.6,36.5,74.76,Medium
77.1,9.2,8.71,8.89,1,41.5,47.7,44.6,89.58,Low
23.0,4.3,3.29,3.47,1,29.4,35.6,32.5,49.8,High
75.3,8.6,9.02,9.19,1,29.1,35.3,32.2,82.98,Low
90.0,8.0,7.55,7.73,0,44.9,50.0,47.5,81.46,Low
67.8,7.4,7.21,7.38,1,28.0,34.1,31.1,72.78,Medium
23.1,0.0,3.0,3.18,4,5.0,11.2,8.1,23.91,High
37.8,5.5,3.8,3.97,3,38.3,44.5,41.4,43.55,High
87.0,7.7,10.0,10.0,0,48.3,50.0,49.1,97.01,Low
58.0,3.3,7.54,7.72,1,24.2,30.4,27.3,62.95,Medium
34.6,3.3,3.23,3.4,1,25.2,31.4,28.3,48.11,High
85.5,8.6,9.2,9.38,1,37.9,44.0,41.0,89.17,Low
80.5,7.2,6.87,7.05,0,31.0,37.2,34.1,85.83,Low
78.3,7.8,10.0,10.0,0,50.0,50.0,50.0,94.21,Low
75.8,9.9,5.37,5.54,2,36.7,42.8,39.7,74.2,Medium
76.5,7.8,7.92,8.09,0,27.0,33.1,30.1,80.45,Low
58.6,7.7,6.76,6.94,0,40.9,47.1,44.0,71.45,Medium
66.7,8.3,5.87,6.04,1,37.2,43.3,40.2,72.14,Medium
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
100.0,9.3,10.0,10.0,1,38.0,44.2,41.1,98.97,Low
46.9,4.7,3.52,3.7,1,27.9,34.1,31.0,51.47,High
58.3,8.6,8.27,8.45,0,50.0,50.0,50.0,80.34,Low
56.3,6.2,9.82,10.0,0,37.7,43.9,40.8,86.96,Low
95.8,6.3,8.83,9.01,0,42.9,49.1,46.0,93.92,Low
59.8,6.0,6.18,6.36,0,33.1,39.3,36.2,73.65,Medium
99.2,8.5,7.24,7.41,0,37.9,44.1,41.0,87.57,Low
75.0,9.2,7.73,7.91,2,43.8,50.0,46.9,76.51,Low
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
63.7,6.3,5.58,5.76,0,25.9,32.1,29.0,67.58,Medium
54.9,4.2,6.27,6.44,3,30.0,36.2,33.1,64.39,Medium
58.5,6.3,6.4,6.58,1,31.9,38.1,35.0,68.85,Medium
59.9,4.1,7.94,8.12,1,31.0,37.2,34.1,71.56,Medium
58.3,5.8,4.9,5.08,2,22.2,28.4,25.3,58.74,Medium
20.9,0.0,3.55,3.72,5,6.6,12.8,9.7,22.16,High
70.4,6.5,6.18,6.36,1,29.5,35.7,32.6,68.11,Medium
69.7,5.4,8.95,9.13,0,36.8,43.0,39.9,83.18,Low
46.3,5.4,4.86,5.03,2,26.7,32.9,29.8,52.0,High
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
62.2,7.1,6.47,6.64,2,21.4,27.6,24.5,71.96,Medium
84.3,6.7,9.12,9.3,0,39.9,46.0,43.0,93.83,Low
71.8,6.3,8.34,8.52,0,34.3,40.4,37.4,83.22,Low
82.7,6.1,8.55,8.72,1,35.0,41.2,38.1,88.52,Low
68.9,4.9,8.37,8.55,0,47.8,50.0,48.9,80.67,Low
91.1,9.3,8.52,8.7,0,45.8,50.0,47.9,99.5,Low
68.6,7.7,6.15,6.33,1,35.7,41.9,38.8,71.58,Medium
78.2,8.3,7.66,7.83,0,34.8,41.0,37.9,90.75,Low
50.7,8.3,7.39,7.56,1,37.0,43.2,40.1,81.45,Low
81.9,6.3,6.14,6.32,1,23.0,29.2,26.1,64.5,Medium
73.4,7.1,6.63,6.8,0,36.3,42.4,39.3,83.07,Low
100.0,9.1,10.0,10.0,0,46.4,50.0,48.2,99.5,Low
49.6,5.7,6.01,6.19,0,29.8,35.9,32.9,64.3,Medium
70.4,5.7,8.8,8.97,0,19.6,25.8,22.7,79.83,Low
82.7,7.8,8.95,9.13,0,36.8,43.0,39.9,85.95,Low
100.0,8.9,9.32,9.5,1,50.0,50.0,50.0,98.9,Low
62.3,6.7,7.32,7.5,1,39.9,46.1,43.0,72.73,Medium
35.1,7.0,3.0,3.18,0,23.0,29.2,26.1,51.97,High
70.3,5.8,8.01,8.18,1,48.1,50.0,49.1,85.97,Low
25.7,2.9,4.76,4.94,4,19.8,26.0,22.9,41.19,High
90.5,7.3,9.53,9.7,1,43.3,49.5,46.4,91.33,Low
83.7,6.5,7.9,8.08,0,28.2,34.4,31.3,83.64,Low
66.1,8.0,9.12,9.3,0,50.0,50.0,50.0,84.75,Low
39.5,6.4,5.54,5.72,4,26.8,33.0,29.9,49.55,High
22.1,3.5,4.33,4.5,5,38.3,44.4,41.4,40.21,High
61.6,7.0,7.74,7.91,3,33.7,39.8,36.8,73.66,Medium
59.3,6.1,7.43,7.61,0,47.5,50.0,48.8,80.73,Low
43.5,4.0,4.75,4.92,5,28.7,34.9,31.8,47.74,High
62.1,6.0,7.17,7.34,0,44.1,50.0,47.0,78.25,Low
94.9,10.0,10.0,10.0,0,50.0,50.0,50.0,99.02,Low
72.0,8.3,7.87,8.04,0,33.9,40.1,37.0,87.99,Low
97.8,9.4,9.75,9.93,0,39.5,45.7,42.6,96.37,Low
86.4,7.9,7.57,7.75,0,33.9,40.1,37.0,86.16,Low
95.0,9.0,8.06,8.24,0,38.0,44.1,41.1,90.67,Low
54.7,4.1,7.19,7.37,0,37.1,43.2,40.1,74.08,Medium
20.0,4.1,3.0,3.18,1,15.2,21.3,18.2,37.15,High
53.4,5.5,4.74,4.92,1,32.8,38.9,35.9,64.61,Medium
81.4,9.2,9.0,9.17,1,44.8,50.0,47.4,95.93,Low
60.2,7.0,5.29,5.47,1,12.8,18.9,15.8,63.39,Medium
74.0,6.2,6.93,7.1,0,41.5,47.7,44.6,80.36,Low
62.5,4.2,5.23,5.4,1,25.7,31.9,28.8,59.49,Medium
86.2,9.3,8.11,8.28,0,50.0,50.0,50.0,99.5,Low
81.0,8.6,7.01,7.18,1,44.7,50.0,47.4,79.57,Low
75.9,7.5,7.66,7.84,0,49.1,50.0,49.6,89.05,Low
76.6,7.1,6.71,6.89,0,38.5,44.7,41.6,80.86,Low
87.7,7.5,7.01,7.19,1,18.8,25.0,21.9,75.08,Low
53.7,7.8,6.72,6.9,1,36.1,42.3,39.2,72.62,Medium
45.5,4.3,4.95,5.13,2,25.3,31.5,28.4,51.77,High
42.9,0.8,3.22,3.4,4,8.2,14.4,11.3,33.68,High
55.9,7.7,7.4,7.58,2,36.3,42.5,39.4,73.57,Medium
67.1,6.3,7.8,7.98,0,34.2,40.4,37.3,88.37,Low
83.3,9.2,8.55,8.72,1,34.9,41.1,38.0,90.59,Low
92.5,9.7,9.64,9.81,0,50.0,50.0,50.0,99.5,Low
78.7,6.8,9.68,9.86,0,43.4,49.6,46.5,94.18,Low
57.0,5.2,3.0,3.18,1,22.7,28.9,25.8,58.37,Medium
68.7,6.9,6.78,6.96,0,27.8,33.9,30.9,71.04,Medium
81.2,8.5,7.75,7.93,0,46.7,50.0,48.4,87.8,Low
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,96.33,Low
94.0,6.5,8.16,8.33,1,47.1,50.0,48.6,90.24,Low
78.0,10.0,8.42,8.59,0,40.4,46.6,43.5,93.28,Low
58.1,6.7,5.16,5.33,2,33.9,40.1,37.0,59.49,Medium
74.5,3.6,5.97,6.14,4,35.9,42.1,39.0,66.97,Medium
82.4,7.0,6.88,7.05,0,45.2,50.0,47.6,81.04,Low
37.4,5.3,4.09,4.27,2,29.5,35.6,32.5,49.78,High
65.7,7.3,6.88,7.05,0,36.2,42.4,39.3,77.7,Low
52.5,5.9,6.04,6.21,3,23.4,29.5,26.5,63.65,Medium
83.1,10.0,8.67,8.85,1,41.4,47.6,44.5,87.35,Low
51.6,3.7,7.01,7.19,2,29.6,35.7,32.6,64.06,Medium
22.1,1.2,3.51,3.68,2,8.2,14.4,11.3,36.23,High
85.9,4.8,8.31,8.48,1,30.8,37.0,33.9,82.05,Low
61.9,4.4,6.38,6.55,1,15.0,21.1,18.0,63.88,Medium
74.0,9.0,6.66,6.84,0,24.9,31.1,28.0,79.51,Low
55.5,9.5,6.47,6.64,1,31.5,37.6,34.6,70.12,Medium
57.9,6.7,5.75,5.93,3,31.2,37.4,34.3,67.63,Medium
84.2,7.2,8.29,8.47,0,35.2,41.3,38.3,85.96,Low
35.7,3.9,3.72,3.89,1,21.5,27.7,24.6,46.58,High
56.4,6.6,5.53,5.71,2,26.6,32.7,29.7,66.11,Medium
84.0,5.8,8.5,8.68,1,47.4,50.0,48.7,84.05,Low
54.1,5.0,6.82,7.0,1,27.6,33.8,30.7,67.39,Medium
42.9,6.1,4.42,4.6,1,25.2,31.4,28.3,52.99,High
95.3,6.5,9.55,9.73,1,41.1,47.3,44.2,99.5,Low
85.4,7.7,8.07,8.25,0,33.7,39.9,36.8,93.97,Low
79.0,6.7,5.07,5.25,3,33.0,39.2,36.1,64.62,Medium
40.3,3.9,4.11,4.29,3,8.7,14.9,11.8,42.83,High
65.3,7.1,7.31,7.48,0,39.2,45.4,42.3,79.45,Low
28.8,4.1,3.73,3.91,3,14.7,20.9,17.8,37.86,High
64.9,8.2,5.73,5.91,0,39.3,45.5,42.4,75.36,Low
44.4,8.0,4.48,4.66,3,17.1,23.2,20.2,50.89,High
47.4,4.7,3.48,3.65,0,24.2,30.4,27.3,48.24,High
66.6,6.0,5.66,5.83,1,34.3,40.4,37.3,69.37,Medium
77.4,8.6,6.13,6.31,1,38.8,45.0,41.9,77.22,Low
60.1,4.9,5.79,5.96,2,23.2,29.4,26.3,61.23,Medium
73.6,5.9,8.92,9.09,1,39.1,45.3,42.2,83.08,Low
39.6,6.4,6.65,6.83,1,31.5,37.7,34.6,63.87,Medium
85.4,10.0,7.01,7.18,0,50.0,50.0,50.0,92.09,Low
73.0,7.8,7.83,8.0,0,26.0,32.2,29.1,81.57,Low
58.0,5.5,5.71,5.89,0,21.7,27.9,24.8,69.23,Medium
74.3,3.3,5.24,5.42,1,46.3,50.0,48.1,70.75,Medium
52.4,3.9,3.98,4.15,3,18.1,24.3,21.2,45.84,High
80.8,9.0,7.48,7.65,0,23.2,29.4,26.3,83.07,Low
52.4,4.5,5.57,5.75,1,26.9,33.1,30.0,53.61,High
22.5,2.4,3.0,3.18,2,5.0,11.2,8.1,39.62,High
57.9,5.3,6.95,7.13,0,31.1,37.3,34.2,72.62,Medium
44.9,4.3,4.63,4.81,1,32.0,38.2,35.1,64.45,Medium
99.8,9.8,8.55,8.73,0,41.0,47.2,44.1,92.95,Low
42.6,4.5,3.85,4.03,3,16.2,22.4,19.3,39.94,High
32.6,5.0,3.33,3.51,3,28.2,34.4,31.3,45.22,High
98.8,7.3,7.14,7.31,1,31.2,37.4,34.3,83.38,Low
92.1,6.8,8.8,8.97,1,36.3,42.5,39.4,88.67,Low
38.0,5.9,6.84,7.01,1,26.1,32.3,29.2,63.76,Medium
56.7,5.0,5.69,5.87,4,23.4,29.5,26.5,52.14,High
81.3,10.0,8.01,8.18,1,37.2,43.4,40.3,80.98,Low
38.2,5.5,3.0,3.18,2,5.4,11.6,8.5,40.79,High
33.0,6.4,4.03,4.21,2,19.7,25.9,22.8,43.48,High
71.5,5.0,6.41,6.58,2,30.6,36.7,33.7,62.74,Medium
96.2,10.0,8.84,9.01,1,50.0,50.0,50.0,94.52,Low
47.4,7.3,6.22,6.4,1,31.7,37.9,34.8,68.11,Medium
55.6,8.0,7.12,7.3,1,36.3,42.5,39.4,81.14,Low
98.5,8.2,7.77,7.95,0,33.5,39.7,36.6,92.0,Low
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
61.4,5.8,6.9,7.07,0,26.8,33.0,29.9,73.75,Medium
82.7,7.0,6.57,6.74,2,32.7,38.9,35.8,75.11,Low
100.0,7.7,9.12,9.29,0,50.0,50.0,50.0,99.5,Low
49.0,5.1,4.05,4.23,2,16.0,22.2,19.1,44.52,High
76.4,8.2,9.32,9.49,0,50.0,50.0,50.0,91.59,Low
68.0,5.7,3.97,4.14,3,35.5,41.6,38.5,56.77,Medium
75.1,7.3,7.49,7.67,1,40.1,46.3,43.2,83.68,Low
60.0,6.6,5.78,5.95,0,25.1,31.3,28.2,64.11,Medium
45.0,5.1,5.39,5.57,2,10.6,16.7,13.6,53.93,High
53.9,6.2,4.62,4.8,1,33.2,39.4,36.3,63.63,Medium
56.0,7.0,6.76,6.94,1,37.1,43.3,40.2,74.83,Medium
91.9,6.5,9.86,10.0,1,37.2,43.4,40.3,93.88,Low
56.3,7.4,5.31,5.49,0,41.1,47.3,44.2,76.35,Low
72.9,5.8,7.36,7.53,3,28.6,34.7,31.7,69.03,Medium
72.5,5.9,9.33,9.51,2,35.9,42.1,39.0,82.96,Low
48.8,3.7,5.77,5.94,1,29.4,35.6,32.5,57.71,Medium
73.0,8.5,6.86,7.04,1,32.5,38.7,35.6,73.32,Medium
80.3,8.1,7.04,7.22,2,40.2,46.4,43.3,84.87,Low
100.0,8.2,10.0,10.0,0,50.0,50.0,50.0,98.05,Low
75.5,5.6,6.3,6.48,0,32.3,38.5,35.4,76.46,Low
63.8,7.7,6.22,6.4,0,38.8,45.0,41.9,77.53,Low
80.8,7.5,6.96,7.14,0,48.5,50.0,49.2,88.65,Low
90.4,8.0,7.41,7.58,1,41.0,47.2,44.1,79.17,Low
70.2,7.4,5.16,5.34,1,13.1,19.3,16.2,65.5,Medium
52.8,7.2,5.95,6.13,1,22.8,29.0,25.9,63.83,Medium
76.4,9.2,9.51,9.68,0,43.9,50.0,47.0,91.83,Low
35.7,1.5,4.55,4.73,1,16.1,22.3,19.2,45.0,High
72.3,8.5,5.22,5.4,3,28.2,34.4,31.3,68.18,Medium
90.2,7.8,5.93,6.11,0,37.1,43.3,40.2,83.19,Low
85.7,10.0,9.07,9.24,0,50.0,50.0,50.0,96.11,Low
36.5,4.7,5.73,5.91,1,24.8,31.0,27.9,52.91,High
42.8,1.2,3.0,3.18,3,13.8,20.0,16.9,32.33,High
26.4,3.6,3.22,3.39,3,17.3,23.5,20.4,39.49,High
40.0,4.3,3.95,4.12,1,25.8,31.9,28.8,46.63,High
51.9,5.5,4.83,5.01,1,21.8,27.9,24.8,56.94,Medium
67.9,8.0,8.95,9.13,2,40.0,46.2,43.1,91.92,Low
42.9,4.7,5.27,5.45,3,18.3,24.5,21.4,51.48,High
49.6,5.3,5.52,5.7,2,28.9,35.0,32.0,61.47,Medium
56.1,6.2,4.89,5.06,1,30.5,36.7,33.6,58.51,Medium
56.4,5.7,4.84,5.02,1,27.5,33.6,30.5,56.23,Medium
79.4,8.6,9.71,9.88,0,50.0,50.0,50.0,98.43,Low
75.9,9.4,8.54,8.71,2,40.7,46.8,43.8,83.77,Low
71.7,8.6,6.41,6.58,2,39.7,45.8,42.7,78.92,Low
58.4,7.5,7.11,7.28,3,31.4,37.6,34.5,68.34,Medium
46.5,5.8,6.08,6.26,1,33.0,39.1,36.0,76.98,Low
83.5,4.4,8.05,8.23,1,32.4,38.5,35.4,76.9,Low
50.5,7.6,8.06,8.24,1,34.6,40.7,37.6,76.61,Low
48.1,4.2,5.1,5.27,2,34.9,41.0,37.9,54.85,High
62.4,6.7,6.0,6.18,1,38.8,44.9,41.8,74.91,Medium
34.9,2.4,3.22,3.39,0,9.6,15.8,12.7,44.14,High
77.2,7.1,7.92,8.09,0,37.1,43.2,40.2,80.78,Low
92.2,6.6,7.64,7.81,2,23.9,30.0,27.0,76.02,Low
56.1,4.5,6.72,6.9,1,27.6,33.8,30.7,71.02,Medium
100.0,10.0,8.91,9.09,0,50.0,50.0,50.0,99.5,Low
55.0,3.9,6.0,6.18,2,25.6,31.8,28.7,54.68,High
54.6,7.2,7.45,7.63,2,36.7,42.9,39.8,70.52,Medium
86.4,8.1,5.66,5.83,3,12.6,18.8,15.7,70.68,Medium
51.9,7.9,6.43,6.6,2,30.4,36.6,33.5,66.12,Medium
70.3,7.7,7.44,7.62,2,35.4,41.6,38.5,76.78,Low
73.7,7.4,5.85,6.02,2,38.2,44.3,41.3,75.33,Low
85.2,9.3,7.28,7.45,0,47.9,50.0,49.0,84.46,Low
86.5,10.0,9.08,9.26,1,44.2,50.0,47.1,90.53,Low
76.2,7.4,8.72,8.89,0,32.8,39.0,35.9,84.6,Low
66.3,5.6,7.58,7.76,3,31.6,37.8,34.7,73.75,Medium
55.4,4.9,6.05,6.23,2,26.6,32.8,29.7,64.9,Medium
75.4,9.1,8.34,8.51,1,31.7,37.9,34.8,85.94,Low
48.3,4.6,4.97,5.15,3,14.6,20.8,17.7,48.72,High
90.8,10.0,8.8,8.97,0,35.7,41.9,38.8,97.54,Low
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
62.5,6.7,6.27,6.45,2,31.1,37.2,34.2,69.48,Medium
38.5,4.6,3.0,3.18,2,16.9,23.1,20.0,46.12,High
59.2,5.6,5.85,6.02,0,25.7,31.9,28.8,72.85,Medium
80.0,9.1,9.7,9.88,0,31.9,38.1,35.0,91.82,Low
